Product URL,Image URL
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-dress-with-wide-straps_87028653,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87028653_02.jpg?imwidth=493&imdensity=1&ts=1744621498417
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-flared-dress_87009096,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87009096_70.jpg?imwidth=493&imdensity=1&ts=1744713323896
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-flared-knitted-dress_87095762,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87095762_99.jpg?imwidth=493&imdensity=1&ts=1738257168890
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-floral-print-dress-with-ruffle-detail_87055766,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87055766_05.jpg?imwidth=493&imdensity=1&ts=1739269522340
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-floral-textured-dress_87069064,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87069064_01.jpg?imwidth=493&imdensity=1&ts=1744020328864
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-knitted-dress-with-pleats_87074071,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87074071_05.jpg?imwidth=493&imdensity=1&ts=1736516089052
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-knitted-turtleneck-dress_87040284,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87040284_37.jpg?imwidth=493&imdensity=1&ts=1731596670949
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-knitted-turtleneck-dress_87040284?c=05,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87040284_05.jpg?imwidth=493&imdensity=1&ts=1728657244167
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-knitted-turtleneck-dress_87040284?c=94,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87040284_94.jpg?imwidth=493&imdensity=1&ts=1728903853512
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-peplum-knitted-dress_87084812,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87084812_76.jpg?imwidth=493&imdensity=1&ts=1739269522340
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-pinstripe-dress_77095997,https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77095997_69.jpg?imwidth=493&imdensity=1&ts=1723491617946
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-pleated-cotton-dress_17031271,https://shop.mango.com/assets/rcs/pics/static/T1/fotos/S/17031271_99.jpg?imwidth=493&imdensity=1&ts=1746448456564
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-pleated-linen-blend-dress_87009071,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87009071_99.jpg?imwidth=493&imdensity=1&ts=1741192501071
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-strapless-dress-with-mirrors_87000276,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87000276_99.jpg?imwidth=493&imdensity=1&ts=1730727247331
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-striped-dress-with-knot_87078651,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87078651_50.jpg?imwidth=493&imdensity=1&ts=1744641321430
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-tweed-dress_77086764,https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77086764_69.jpg?imwidth=493&imdensity=1&ts=1724749461989
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/strapless-dress-with-shiny-details_87004428,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87004428_99.jpg?imwidth=493&imdensity=1&ts=1738683260755
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/strapless-floral-dress_87049066,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87049066_05.jpg?imwidth=493&imdensity=1&ts=1744367713706
