URL,Reference,Description,Sizes,Inventory,Image,Color
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-halter-neck-dress-with-flower-motif_17051259,17051259,"This piece features a halter neckline adorned with a delicate flower, adding a touch of femininity and sophistication. Its fitted design enhances the figure, offering an elegant and modern silhouette. It is the perfect choice to stand out at any special event. Fitted design. Long design. Halter neck. Flower decoration on the neck. Sleeveless. Draped waist. Back zipper closure. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Not Available, Not Available, Not Available, Last Few Items, Last Few Items",,Off White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-halter-neck-dress-with-flower-motif_87055988,87055988,"This piece features a halter neckline adorned with a delicate flower, adding a touch of femininity and sophistication. Its fitted design enhances the figure, offering an elegant and modern silhouette. It is the perfect choice to stand out at any special event. Fitted design. Long design. Halter neck. Flower decoration on the neck. Sleeveless. Draped waist. Back zipper closure. Party and ceremony collection. Exclusive Online. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Last Few Items, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-halter-neck-dress-with-flower-motif_87055988?c=52,87055988,"This piece features a halter neckline adorned with a delicate flower, adding a touch of femininity and sophistication. Its fitted design enhances the figure, offering an elegant and modern silhouette. It is the perfect choice to stand out at any special event. Fitted design. Long design. Halter neck. Flower decoration on the neck. Sleeveless. Draped waist. Back zipper closure. Party and ceremony collection. Exclusive Online. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-neck-lyocell-dress_87017198,87017198,"Lyocell-blend fabric. Textured fabric. Fitted design. Long design. Draped neckline. Wide straps. No closure. Inner lining. The red color is an online exclusive. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Last Few Items",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-neck-lyocell-dress_87017198?c=30,87017198,"Lyocell-blend fabric. Textured fabric. Fitted design. Long design. Draped neckline. Wide straps. No closure. Inner lining. The red color is an online exclusive. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Available, Last Few Items, Not Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-neck-modal-dress_87089210,87089210,Modal-blend fabric. Long design. Fitted design. Draped neckline. Sleeveless. Draped waist. No closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Last Few Items",,Khaki
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-roll-neck-dress_87090641,87090641,Fine knit fabric. Midi design. Shaved design. Rolled neck. Lightweight fabric. A-line design. Long sleeves. No closure. We recommend you buy your usual size. Provides comfort and freedom of movement. Maternity.,"4, 6, 8","Available, Available, Available",,Grey
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-satin-dress-with-bow-detail_87085991,87085991,"Dazzle in this satin fabric dress that radiates a subtle and sophisticated shine. Its asymmetrical design adds a modern and bold touch, while the detachable neck tie offers versatility to customize your style. This garment is the perfect choice for those looking to stand out with elegance and originality at any special event. Satin fabric. Short design. Fitted design. Asymmetric neckline. Maxi bow detail on the strap. Draped waist. Side zipper closure. Inner lining. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Last Few Items",,Sky Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-shirt-dress-with-side-openings_87025989,87025989,"This piece combines the elegance of satin fabric with a classic shirt design, offering a sophisticated and modern style. The cut-outs at the waist add a bold and contemporary touch, highlighting the figure in a subtle way. Perfect for those who want an elegant look with unique details that grab the attention. Satin fabric. Straight design. Long design. Lapel-collar V-neck collar. Long sleeve with buttoned cuffs. Side slits at the waist. Concealed button closure on the front. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Last Few Items, Available, Available, Last Few Items, Last Few Items",,Lime
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-shirt-dress_77014035,77014035,Fluid fabric. Satin fabric. Shirt-style. Midi design. Shaved design. Striped print. Shirt Collar. Sleeveless. Button Closure at the Front. Available in Plus. Fitted design.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Not Available, Available, Available, Last Few Items, Last Few Items",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-straight-dress_87007190,87007190,Midi design. Straight design. Draped neckline. Sleeveless. Draped waist. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Not Available, Not Available, Last Few Items, Last Few Items, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-straight-dress_87007190?c=54,87007190,Midi design. Straight design. Draped neckline. Sleeveless. Draped waist. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Last Few Items, Not Available",,Indigo Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-strapless-dress_77070345,77070345,Straight design. Midi design. Shaved design. Strapless. Sleeveless. Invisible back zip fastening. Back Slit at the Hem. 100% cotton fabric.,"2, 4, 6, 8, 10","Available, Available, Not Available, Not Available, Not Available",,Pink
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-textured-dress_87068270?c=43,87068270,Modal fabric. Textured fabric. Short design. Fitted design. Draped neckline. Short sleeve. Draped waist. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12","Not Available, Available, Available, Available, Available, Available, Not Available",,Green
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/dress-with-mirrors-and-back-opening_87040270,87040270,"We have designed the piece that will make you the life of the party. Its long, fitted design with mirror appliqué will make you shine at your most special events of the moment. Fluid fabric. Fitted design. Long design. Metal mirror wall light. Strapless. Thin Straps. Back zipper closure. Back Slit at the Hem. Inner lining. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/dress-with-sequinned-flower-design_87095928,87095928,"This unique piece features an elegant sequin-embroidered design, elegance and sophistication personified, and will make you shine all night long. Fitted design. Midi design. Embroidered with sequins. Flower detail. Stand-up collar. Opening at the neck. Short sleeve. Open back. Opening in the lower front. Zip and button closure at the back. Inner lining. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/elastic-waist-pleated-dress_87090590,87090590,Medium size. Combined design. Pleated design. Long design. Button closure at the back. Back closure. Lightweight fabric. A-line design. Round neck. Sleeveless. Unlined. Elastic waistband.,"2, 4, 6, 8, 10","Not Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/embroidered-dress-with-openwork-details_87007189,87007189,Lyocell fabric. Long design. A-line design. Floral embroidery. Openwork details. V-neck. Short sleeve. No closure. Inner lining. Exclusive Online. Selection Collection.,"4, 6, 8","Available, Available, Available",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/embroidered-dress-with-puffed-hem_87009073,87009073,Cotton fabric. Embroidered fabric. Midi design. A-line design. Low neckline. Sleeveless. Wide straps. Seam detail. Bubble hem. Side zipper closure.,"4, 6, 8","Available, Available, Available",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/embroidered-dress-with-side-slits_87017187,87017187,100% cotton fabric. A-line design. Long design. Floral embroidery. Round neck. Sleeveless. Wide straps. Side slits. Back zipper closure.,"2, 4, 6, 8","Available, Available, Available, Available",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/embroidered-halter-neck-dress_87014779,87014779,100% cotton fabric. Long design. A-line design. Striped embroidery. Halter neck. Sleeveless. Thin Straps. No closure.,"2, 4, 6, 8, 10","Not Available, Not Available, Not Available, Not Available, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/embroidered-shirt-dress-with-belt_87029065,87029065,Cotton fabric. Midi design. Straight design. Embroidered fabric. Shirt Collar. Short sleeve. Belt loops. Belt buckle fastening. Wooden buckle. Front button closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Last Few Items, Available, Last Few Items, Not Available",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/english-embroidered-strapless-dress_87009076,87009076,100% cotton fabric. Eyelet embroidery fabric. A-line design. Midi design. Strapless. Back zipper closure. Inner lining.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/fitted-midi-dress_17091199,17091199,Midi design. Fitted design. Scoop neckline. Sleeveless. Wide straps. No closure. The color blue is available in plus sizes.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Last Few Items, Available, Available, Available, Available, Available",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/fitted-midi-dress_17091199?c=52,17091199,Midi design. Fitted design. Scoop neckline. Sleeveless. Wide straps. No closure. The color blue is available in plus sizes.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Last Few Items, Available, Available, Available, Last Few Items",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/fitted-textured-knitted-dress_87079064,87079064,Knitted fabric. Textured fabric. Short design. Fitted design. Round neck. Sleeveless. Wide straps. No closure.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-dress-in-combined-fabric_87057187,87057187,Cotton fabric. Combined design. Midi design. A-line design. Low neckline. Sleeveless. Wide straps. Gathered panel at the waist. No closure.,"0, 2, 4, 6, 8, 10, 12","Not Available, Not Available, Available, Available, Available, Available, Not Available",,Navy
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-dress-in-combined-fabric_87057187?c=05,87057187,Cotton fabric. Combined design. Midi design. A-line design. Low neckline. Sleeveless. Wide straps. Gathered panel at the waist. No closure.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Available, Available, Available, Available, Available",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-dress-in-combined-fabric_87057187?c=37,87057187,Cotton fabric. Combined design. Midi design. A-line design. Low neckline. Sleeveless. Wide straps. Gathered panel at the waist. No closure.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Last Few Items",,Khaki
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-dress-with-gathered-body_87097179,87097179,Modal fabric. A-line design. Long design. Round neck. Sleeveless. Ruched bodice. Button closure at the back.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-dress-with-gathered-body_87097179?c=70,87097179,Modal fabric. A-line design. Long design. Round neck. Sleeveless. Ruched bodice. Button closure at the back.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-knit-dress-with-perkins-collar_87070424,87070424,Ribbed knit fabric. A-line design. Midi design. Long sleeves. Fine knit fabric. Perkins collar. No closure.,"0, 2, 4, 6, 8, 10, 12","Not Available, Last Few Items, Last Few Items, Last Few Items, Not Available, Not Available, Not Available",,Dark Navy
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-knit-dress-with-perkins-collar_87070424?c=94,87070424,Ribbed knit fabric. A-line design. Midi design. Long sleeves. Fine knit fabric. Perkins collar. No closure.,"0, 2, 4, 6, 8, 10, 12","Not Available, Available, Available, Available, Available, Last Few Items, Not Available",,Medium Heather Grey
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-linen-dress-with-belt_17081134,17081134,100% linen fabric. Midi design. A-line design. V-neck. Sleeveless. Wide straps. Belt loops. Belt buckle fastening. Back zipper closure.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-midi-dress-with-belt_87005735,87005735,A-line design. Midi design. Round neck. Sleeveless. Contrast Trims. Belt loops. Belt buckle fastening. Pleated panel at the waist. Side zipper closure. Button closure at the back.,"2, 4, 6, 8, 10","Last Few Items, Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-midi-dress-with-belt_87057173,87057173,Modal fabric. A-line design. Midi design. Shirt Collar. Short sleeve. Belt buckle fastening. Belt loops. Patterned design. Button Closure at the Front. The green color is exclusive online.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Not Available, Not Available, Last Few Items",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-midi-dress_17001283,17001283,Midi design. A-line design. Crew neck. Sleeveless. Wide straps. Back zipper closure. 100% cotton lining.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-midi-dress_17001283?c=52,17001283,Midi design. A-line design. Crew neck. Sleeveless. Wide straps. Back zipper closure. 100% cotton lining.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-sleeve-pleated-dress_87025757,87025757,Fluid fabric. Pleated fabric. Round neck. Flared sleeve. Bow on the waist. Party and ceremony collection. Ramadan Collection.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-sleeve-satin-dress_87004070,87004070,"Satin fabric. Oversized design. Long design. V-neck. Three quarter flared sleeve. No closure. Party collection. Ramadan Collection. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Not Available, Last Few Items, Last Few Items, Last Few Items, Not Available",,Olive Green
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-chiffon-dress_77037722,77037722,Fluid fabric. Chiffon fabric. A-line design. Long design. Floral print. V-neck. Long sleeves. Side zipper closure. Inner lining. The model is 1.75 tall and is wearing a size 36.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-dress-with-draped-neck_87007200,87007200,Midi design. Straight design. Draped neckline. Sleeveless. Floral print. Draped back. Tie closure at the back. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Available",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-dress-with-slit-detail_17011270,17011270,"This dress features a charming and versatile design, with frayed flower appliqués on the neckline that add a feminine and unique touch. The central slit on the skirt offers a modern style and ease of movement. The frayed flowers can be easily removed, allowing for customization of the look according to the occasion. Straight design. Long design. V-neck. Sleeveless. Wide straps. Petal detail on the shoulder. Front opening on the hem. Back zipper closure. Inner lining. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Aqua Green
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-embroidered-dress-with-fringe-detail_87035969,87035969,"Immerse yourself in the timeless elegance of this dress, where the art of floral embroidery meets the inspiration of the shawl. Its midi design, enriched with delicate fringes, adds a touch of movement and sophistication. This unique piece is perfect for those looking for a distinctive style that combines tradition and modernity, making every occasion a special moment. Midi design. Straight design. Floral embroidery. Halter neck. Thin Straps. Asymmetric hem. Fringe detail on the hem. Inner lining. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Not Available, Last Few Items, Available, Available",,Sky Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-embroidered-dress-with-straps_87052533,87052533,100% cotton fabric. A-line design. Embroidered design. Low neckline. Thin Straps. Adjustable straps. Ruffle hem. No closure. Inner lining.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Not Available",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-linen-blend-dress_87057163?c=52,87057163,Linen blend fabric. A-line design. Midi design. Floral print. V-neck. Short sleeve. Draped neck. Ribbon on the waist with tie closure. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Last Few Items, Not Available, Not Available, Last Few Items, Last Few Items, Not Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-midi-dress-with-asymmetrical-neckline_87018655,87018655,"Midi design. Fitted design. Floral print. Asymmetric neckline. Draped neckline. Sleeveless. Side zipper closure. Inner lining. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Fuchsia
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-midi-dress-with-bow_87019069,87019069,Straight design. Midi design. Floral print. V-neck. Sleeveless. Ruffles detail on the neck. Back zipper closure. Inner lining.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Last Few Items",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-midi-dress-with-gathered-neckline_87009083,87009083,Midi design. Straight design. Floral print. Low neckline. Sleeveless. Detachable thin straps. Elastic ruched panel at back. Back zipper closure.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Last Few Items",,Yellow
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-combined-dress_87038276,87038276,"Combined design. Straight design. Midi design. Floral print. V-neck. Sleeveless. Double thin straps. Side zipper closure. Inner lining. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony. Selection Collection.","2, 4, 6, 8","Available, Available, Available, Available",,Pastel Pink
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-draped-dress_87097193,87097193,Chiffon fabric. Midi design. Straight design. Floral print. Perkins collar. Draped neckline. Sleeveless. Back zipper closure. Inner lining. Party and ceremony collection.,"4, 6, 8","Available, Available, Available",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-dress-with-gathered-waist_87045766,87045766,"Chiffon fabric. Midi design. Straight design. Floral print. Low neckline. Thin adjustable straps. Elastic pleated on the waist. No closure. Inner lining. Party and ceremony collection. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Mint Green
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-flared-dress_17031287,17031287,100% cotton fabric. Midi design. A-line design. Crew neck. Sleeveless. Wide straps. Floral print. Back zipper closure. 100% cotton lining. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Last Few Items, Available, Available, Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-flared-dress_87009075,87009075,Long design. A-line design. Floral print. Low neckline. Sleeveless. Thin Straps. Front pleat detail. Side zipper closure.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Not Available",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-flared-dress_87064810,87064810,"Midi design. A-line design. Floral print. V-neck. Short sleeve. Side zipper closure. Inner lining. Exclusive Online. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Not Available, Not Available, Not Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-midi-dress_87054094,87054094,Chiffon fabric. Midi design. Slim fit. Floral print. Boat neck. Long sleeves. No closure. Inner lining.,"2, 4, 6, 8, 10","Available, Available, Available, Last Few Items, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-pleated-dress_87025756,87025756,Fluid fabric. Pleated fabric. Straight design. Midi design. Floral print. Halter neck. Sleeveless. Bow on the waist. Back zipper closure. Ramadan Collection.,"2, 4, 6, 8, 10","Not Available, Not Available, Not Available, Last Few Items, Not Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-straight-fit-midi-dress_87085745,87085745,Chiffon fabric. Midi design. Straight design. Floral print. V-neck. Short sleeve. Side zipper closure. Inner lining.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Not Available, Available, Last Few Items, Not Available, Not Available, Not Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-puff-sleeve-dress_87080642,87080642,Chiffon fabric. Semi-transparent design. A-line design. Midi design. Floral print. V-neck. Long puffed sleeves. Side zipper closure. Inner lining. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Not Available, Last Few Items, Last Few Items, Not Available, Not Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-ruffled-dress_87006385,87006385,"Midi design. Straight design. Floral print. Asymmetric neckline. Sleeveless. Ruffles detail on the neck. Party and ceremony collection. Side zipper closure. Inner lining. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Last Few Items",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flowy-long-dress_87039214,87039214,Fluid fabric. Long design. Straight design. Round neck. Sleeveless. Wide straps. Ruched detail on the shoulders. No closure.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Charcoal
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/frill-cotton-dress_87050580,87050580,100% Cotton. Flared design. Midi design. Square neckline. Thin Straps. Frill on the bottom. Lightweight fabric. Side closure. A-line design. Low neckline. Unlined.,"2, 4, 6, 8, 10","Not Available, Not Available, Last Few Items, Last Few Items, Last Few Items",,Green
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/gathered-dress-with-puffed-hem_87078274,87078274,Lyocell-blend fabric. Long design. A-line design. Gathered round neck. Sleeveless. Wide straps. Bubble hem. Button closing on the neck. Selection Collection.,"2, 4, 6, 8","Available, Available, Available, Available",,Beige
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/gingham-print-midi-dress_87009077,87009077,Cotton blend fabric. Midi design. A-line design. Gingham check print. Low neckline. Runched detail in the neckline. Sleeveless. Thin adjustable straps. Gathered detail at the waist. Elastic ruched panel at back. Side zipper closure. Exclusive Online.,"4, 6, 8","Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/halter-dress-with-back-opening_87015732,87015732,"Fluid fabric. A-line design. Long design. Halter neck. Wrap collar. Back slit. Button closure at the back. Party and ceremony collection. Ramadan Collection. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Not Available, Not Available, Last Few Items, Not Available, Last Few Items",,Pink
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/halter-dress-with-bow-detail_87068274,87068274,Cotton fabric. Short design. Straight design. Halter neck. Ruched neck. Sleeveless. Tie closure at the back. Selection Collection.,"2, 4, 6, 8","Available, Available, Available, Available",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/halter-dress-with-feather-decoration_87010271,87010271,"This piece with a halter neckline and feather trim brings sophistication, but at the same time a fun, rejuvenating and different touch. Fluid fabric. Straight design. Short design. Feather detail. Halter neck. Open back. Sleeveless. Bow at the neck. Maxi bow. Inner lining. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Last Few Items, Last Few Items, Available, Last Few Items, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/halter-dress-with-feather-decoration_87025971,87025971,"This piece with a halter neckline and feather trim brings sophistication, but at the same time a fun, rejuvenating and different touch. Short design. Straight design. Ostrich feather ornament. Halter neck. Sleeveless. Button closure at the neck. Bow detail at the neck. Inner lining. Exclusive Online. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Last Few Items, Last Few Items, Available, Available, Last Few Items",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/halter-neck-cotton-midi-dress_87009082,87009082,Cotton blend fabric. Midi design. Fitted design. Halter neck. V-neck. Sleeveless. Gathered detail at the waist. Button closure at the back. The black color is an online exclusive.,"0, 2, 4, 6, 8, 10","Available, Available, Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/halter-neck-cotton-midi-dress_87009082?c=02,87009082,Cotton blend fabric. Midi design. Fitted design. Halter neck. V-neck. Sleeveless. Gathered detail at the waist. Button closure at the back. The black color is an online exclusive.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Not Available",,Off White
