URL,Reference,Description,Sizes,Inventory,Image,Color
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/a-line-cotton-dress_17001277,17001277,100% cotton fabric. Midi design. A-line design. Low neckline. Frill detail. Sleeveless. Thin Straps. Back zipper closure. Inner lining. The blue color is an online exclusive.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/a-line-cotton-dress_17001277?c=52,17001277,100% cotton fabric. Midi design. A-line design. Low neckline. Frill detail. Sleeveless. Thin Straps. Back zipper closure. Inner lining. The blue color is an online exclusive.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/a-line-dress-with-draped-waist_87004081,87004081,Fluid fabric. Midi design. A-line design. Perkins collar. Sleeveless. Draped waist. Back zipper closure. Inner lining. The green color is exclusive online.,"2, 4, 6, 8, 10","Available, Available, Available, Last Few Items, Not Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/a-line-dress-with-pleats_87017186,87017186,A-line design. Midi design. Round neck. Sleeveless. Wide straps. Pleated panel at the waist. Zip and button closure at the back.,"0, 2, 4, 6, 8, 10, 12","Not Available, Available, Available, Available, Available, Available, Available",,Maroon
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/a-line-dress_77044073,77044073,Knitted fabric. Long design. A-line design. Round neck. Short sleeve. 100% cotton fabric. Combined design.,"2, 4, 6, 8, 10","Last Few Items, Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/a-line-dress_87007193,87007193,"A-line design. Long design. Combined design. Halter neck. Sleeveless. Thin Straps. Pleated skirt. Back zipper closure. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/a-line-dress_87047180,87047180,Fine knit fabric. Midi design. A-line design. Low neckline. Sleeveless. Thin Straps. Pleats detail. No closure. Exclusive Online.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Chocolate
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/a-line-dress_87080589?c=37,87080589,100% Cotton. A-line design. Crop design. Round neck. Short sleeve. Elastic waistband. No closure. Unlined.,"2, 4, 6, 8, 10","Not Available, Not Available, Not Available, Not Available, Not Available",,Khaki
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/animal-print-dress-with-draped-neckline_17021163,17021163,Straight design. Midi design. Animal print. Zebra print. Draped neckline. Sleeveless. Thin adjustable straps. Side zipper closure.,"4, 6, 8","Available, Available, Available",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/animal-print-ruffle-dress_87030621,87030621,Lightweight fabric. Short design. A-line design. V-neck. Wrap collar. Long flared sleeve. Fitted waist. Side closure. Ruffle detail at the hem. Lining only. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Available",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetric-draped-gown_87024065,87024065,"Asymmetric design. Straight design. Long design. V-neck. Long sleeves. Draped details. No closure. Ramadan Collection. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Last Few Items, Available, Available, Last Few Items, Not Available",,Sky Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetric-draped-gown_87072026,87072026,"A-line design. Midi design. Asymmetric neckline. Sleeveless. Gathered details. Party and ceremony collection. Selection Collection. Invisible lateral zipper fastening. Asymmetric hem. Exclusive Online. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-bow-neck-dress_87080443,87080443,"This dress is distinguished by its satin fabric that provides an elegant shine and a soft touch. Its asymmetrical design adds a modern touch, while the bow on the shoulder, which can be adjusted in multiple ways, offers versatility and style. It is an ideal choice for those looking for a sophisticated and unique garment. Fluid fabric with satin finish. Fitted design. Long design. Asymmetric neckline. Sleeveless. Wide strap. No closure. Inner lining. Party and ceremony collection. Exclusive Online. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-bow-neck-dress_87080443?c=05,87080443,"This dress is distinguished by its satin fabric that provides an elegant shine and a soft touch. Its asymmetrical design adds a modern touch, while the bow on the shoulder, which can be adjusted in multiple ways, offers versatility and style. It is an ideal choice for those looking for a sophisticated and unique garment. Fluid fabric with satin finish. Fitted design. Long design. Asymmetric neckline. Sleeveless. Wide strap. No closure. Inner lining. Party and ceremony collection. Exclusive Online. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Not Available, Last Few Items, Not Available, Available, Not Available",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-bow-neck-dress_87080443?c=30,87080443,"This dress is distinguished by its satin fabric that provides an elegant shine and a soft touch. Its asymmetrical design adds a modern touch, while the bow on the shoulder, which can be adjusted in multiple ways, offers versatility and style. It is an ideal choice for those looking for a sophisticated and unique garment. Fluid fabric with satin finish. Fitted design. Long design. Asymmetric neckline. Sleeveless. Wide strap. No closure. Inner lining. Party and ceremony collection. Exclusive Online. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Not Available, Last Few Items, Last Few Items, Last Few Items, Not Available",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-bow-neck-dress_87086350,87086350,"Midi design. Fitted design. Asymmetric neckline. Sleeveless. Pleat detail on the strap. Side zipper closure. Frill on the bottom. Inner lining. Available in Plus. The blue color is an online exclusive. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Not Available, Last Few Items, Last Few Items, Available, Last Few Items",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-bow-neck-dress_87086350?c=52,87086350,"Midi design. Fitted design. Asymmetric neckline. Sleeveless. Pleat detail on the strap. Side zipper closure. Frill on the bottom. Inner lining. Available in Plus. The blue color is an online exclusive. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Last Few Items",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-combined-dress_17021281,17021281,"Long design. Straight design. Asymmetric neckline. Sleeveless. Thin strap. Ruched bodice. Inner lining. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Prussian Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-combined-dress_17021281?c=32,17021281,"Long design. Straight design. Asymmetric neckline. Sleeveless. Thin strap. Ruched bodice. Inner lining. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Chocolate
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-combined-dress_77097688,77097688,Asymmetric design. Short design. Combined design. Straight design. Asymmetric neckline. Long sleeves. Bow on the waist. Side zipper closure. The model is 1.79 tall and is wearing a size 36. Fitted design.,"0, 2, 4, 6, 8, 10, 12","Not Available, Not Available, Available, Not Available, Not Available, Not Available, Not Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-double-layer-dress_17031125,17031125,"Long design. Straight design. Asymmetric neckline. Double layer. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Last Few Items, Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-draped-short-dress_87075746,87075746,Fluid fabric. Shaved design. Asymmetric design. Short design. Off shoulder. Asymmetric neckline. Fitted design. Side zipper closure.,"2, 4, 6, 8, 10","Last Few Items, Available, Not Available, Last Few Items, Last Few Items",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-belt_77049075,77049075,A-line design. Midi design. Perkins collar. Sleeveless. Back closure. Asymmetric hem. Belt buckle fastening. The model is 1.79 tall and is wearing a size 36.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-belt_87064801,87064801,Midi design. A-line design. V-neck. Sleeveless. Belt loops. Belt buckle fastening. Two pockets with flaps on the front. Asymmetric hem. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Not Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-cut-out_17001278,17001278,100% cotton fabric. Midi design. A-line design. Asymmetric neckline. Frill detail. Sleeveless. Cut-out detail. No closure.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,Fuchsia
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-embroidered-fringes_17021234,17021234,"This shawl-inspired dress is an expression of artistic elegance, with fringes that provide delicate and sophisticated movement. The asymmetrical wrap-style neckline unfolds with flair, enveloping the figure in an embrace of exquisite design. Its multi-position capability allows for unparalleled customization, effortlessly adapting to various occasions and styles, making it an exceptionally versatile and distinguished fashion garment. Silk mix. Brocade fabric. Floral embroidery. Fringed finish fabric. Straight design. Midi design. Asymmetric neckline. Sleeveless. Wide strap. Side zipper closure. Inner lining. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment.","2, 4, 6, 8","Not Available, Not Available, Last Few Items, Not Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-embroidered-fringes_17021235,17021235,"This shawl-inspired dress is an expression of artistic elegance, with fringes that provide delicate and sophisticated movement. The asymmetrical wrap-style neckline unfolds with flair, enveloping the figure in an embrace of exquisite design. Its multi-position capability allows for unparalleled customization, effortlessly adapting to various occasions and styles, making it an exceptionally versatile and distinguished fashion garment. Midi design. Straight design. Floral embroidery. Asymmetric neckline. Asymmetric hem. Fringe detail. Side closure. Inner lining. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony. Capsule: a collection of limited-edition garments, made with the best fabrics and the greatest care in pattern-making, to achieve the best finishes. This exclusive collection is designed for the most special events and occasions.","2, 4, 6, 8","Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Pastel Green
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-flared-sleeves_87025730,87025730,"Fluid fabric. Asymmetric design. Straight design. Long design. Asymmetric neckline. Three quarter flared sleeve. Sleeve with maxi frill detail. Side zipper closure. Party and ceremony collection. Ramadan Collection. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Last Few Items, Last Few Items, Not Available, Last Few Items, Not Available",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-frayed-hem_87017167,87017167,Cotton and lyocell-blend fabric. A-line design. Midi design. Round neck. Sleeveless. Wide straps. Asymmetric hem. Frayed hem. Back zipper closure. Inner lining.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Not Available",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-gathered-details_87096715,87096715,Linen and lyocell blend fabric. Fitted design. Midi design. Asymmetric neckline. Sleeveless. Side ruffles. Side slit at hem. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Last Few Items, Last Few Items, Last Few Items, Not Available, Not Available, Not Available, Not Available, Last Few Items, Last Few Items, Last Few Items",,Indigo Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-gathered-sides_87004078,87004078,Slim silhouette. Midi design. Asymmetric neckline. Long sleeves with ribbed trims. Gathered detail on the sides. Side zipper closure.,"0, 2, 4, 6, 8, 10","Last Few Items, Available, Available, Available, Last Few Items, Not Available",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-gathered-sides_87009087,87009087,"Long design. A-line design. Asymmetric design. Gathered detail on the sides. Low neckline. Thin strap. Side zipper closure. Asymmetric hem. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,Purple
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-knot-strap_17011268,17011268,"Straight design. Long design. Asymmetric neckline. Wide strap. Side zipper closure. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony. Exclusive Online.","0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Available",,Strawberry
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-strap-and-buckle_87017194,87017194,Midi design. A-line design. Asymmetric neckline. Metal buckle strap. Gathered detail at the waist. Asymmetric hem. No closure.,"4, 6, 8","Available, Available, Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-floral-dress_87016378,87016378,"Party and ceremony collection. Midi design. A-line design. Floral print. V-neck. Asymmetric straps. Asymmetric hem. Side zipper closure. Inner lining. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12","Not Available, Last Few Items, Last Few Items, Available, Available, Available, Last Few Items",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-floral-scarf-dress_17021271,17021271,Midi design. Asymmetric design. Floral print. Asymmetric neckline. Sleeveless. Open back. Side zipper closure. Exclusive Online.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-fringed-midi-dress_87035970,87035970,"Immerse yourself in dynamism and elegance with this layered fringe dress on a soft viscose fabric. Its asymmetrical neckline adds a modern and sophisticated touch, leaving one shoulder bare for a distinctive look. With every movement, the fringes come to life, making this garment a perfect choice to stand out at any event. A piece that perfectly combines style and fluidity, becoming a must-have in your closet. Fringe design. Midi design. Straight design. Asymmetric neckline. Thin strap. Side zipper closure. Inner lining. Party and ceremony collection. Exclusive Online. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Lime
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-fringed-midi-dress_87035970?c=05,87035970,"Immerse yourself in dynamism and elegance with this layered fringe dress on a soft viscose fabric. Its asymmetrical neckline adds a modern and sophisticated touch, leaving one shoulder bare for a distinctive look. With every movement, the fringes come to life, making this garment a perfect choice to stand out at any event. A piece that perfectly combines style and fluidity, becoming a must-have in your closet. Fringe design. Midi design. Straight design. Asymmetric neckline. Thin strap. Side zipper closure. Inner lining. Party and ceremony collection. Exclusive Online. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Ecru
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-linen-dress_87027165,87027165,100% linen fabric. Midi design. Straight design. Asymmetric neckline. Short sleeve. Draped waist. Side slit at hem. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Last Few Items, Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-linen-dress_87027165?c=09,87027165,100% linen fabric. Midi design. Straight design. Asymmetric neckline. Short sleeve. Draped waist. Side slit at hem. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Not Available, Available",,Medium Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-linen-dress_87037175,87037175,Linen blend fabric. Midi design. Straight design. Asymmetric neckline. Sleeveless. Draped waist. No closure.,"2, 4, 6, 8","Available, Available, Available, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-low-knit-dress_87034072,87034072,Knitted fabric. Elastic fabric. Fitted design. Midi design. A-line design. Round neck. Long sleeves. Asymmetric hem. No closure.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Not Available",,Caramel
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-modal-dress_87027196,87027196,Modal-blend fabric. Fitted design. Midi design. Asymmetric neckline. Short sleeve. Side zipper closure. Asymmetric hem. Party and ceremony collection.,"4, 6, 8","Available, Available, Last Few Items",,Strawberry
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-neck-midi-dress_87096352,87096352,"Midi design. A-line design. Asymmetric neckline. Draped neckline. Short sleeve. Fitted waist. Side zipper closure. Asymmetric hem. Inner lining. Party and ceremony collection. Available in Plus. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Last Few Items, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available",,Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-open-back-dress_17021266,17021266,"This dress is a statement of contemporary style, featuring an asymmetrical neckline that adds a bold and modern touch. The long sleeve provides an element of sophistication and elegance, while the asymmetrical back completes the design with an unexpected and appealing twist. It is the ideal choice for those who wish to stand out with a unique and contemporary look. Fitted design. Midi design. Asymmetric neckline. Long sleeves with zipped cuff. Side slit at hem. Side zipper closure. Button closing on the neck. Inner lining. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony. Exclusive Online.","2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Off White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-open-back-dress_17041264,17041264,"This dress is a statement of contemporary style, featuring an asymmetrical neckline that adds a bold and modern touch. The long sleeve provides an element of sophistication and elegance, while the asymmetrical back completes the design with an unexpected and appealing twist. It is the ideal choice for those who wish to stand out with a unique and contemporary look. Fitted design. Long design. Asymmetric neckline. Long sleeves with zipped cuff. Side slit at hem. Button closing on the neck. Side zipper closure. Inner lining. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Red
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-pleated-dress_87050614,87050614,Lightweight fabric. A-line design. Midi design. Asymmetric design. Boat neck. Long sleeves. Gathered Waist. Asymmetric hem. Back zipper closure. Unlined.,"2, 4, 6, 8, 10","Last Few Items, Available, Available, Available, Last Few Items",,Night Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-puff-sleeve-dress_87052532,87052532,100% cotton fabric. Slim silhouette. Shaved design. Short design. Asymmetric neckline. Puffed short sleeve. Side zipper closure. Inner lining.,"2, 4, 6, 8, 10","Available, Available, Last Few Items, Last Few Items, Last Few Items",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-puffed-dress_87049212,87049212,Long design. A-line design. Puffed design. Asymmetric neckline. Sleeveless. Wide strap. Lining only. Side zip fastening.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",,Khaki
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-satin-dress-with-fringes_17021265,17021265,"This dress is an expression of bold and glamorous style, featuring an open back that adds a sensual and elegant air. The thin straps enhance the delicate nature of the design, while the asymmetrical hem with fringes introduces movement and originality. The metallic finish adds a luminous and sophisticated effect, making this dress the perfect choice to stand out at special events. Satin fabric. Straight design. Long design. Round neck. Sleeveless. Wide straps. Fringe decoration on the hem. Asymmetric hem. Crossed strap closure with bow on the back. Inner lining. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Beige
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-satin-dress-with-fringes_87009089,87009089,"Satin fabric. Midi design. Straight design. Low neckline. Sleeveless. Thin Straps. Open back. Crossed strips. Fringe decoration on the hem. Tie closure at the back. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-satin-dress-with-fringes_87095991,87095991,"This satin fabric dress is a true style statement, combining an asymmetrical design with a multi-position flared sleeve that offers versatility and movement. The bow at the neck adds a touch of customizable elegance, while the fringed finish brings a sophisticated dynamism. Perfect for those who want to stand out with a bold and chic look on any special occasion. Satin fabric. Midi design. Multi-position collar. Asymmetric neckline. Long sleeves. Neck tie. Side zipper closure. Fringe decoration on the hem. Inner lining. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Last Few Items",,Sky Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-satin-dress-with-side-slits_87018647,87018647,"Satin fabric. Midi design. Fitted design. Asymmetric neckline. Sleeveless. Side ruffles. Side zipper closure. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Last Few Items",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-stripe-print-dress_87034091,87034091,Fluid fabric. Asymmetric design. Midi design. Striped print. Cowl neck. Sleeveless. Asymmetric hem. Button closure at the back. Inner lining.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-wrinkled-effect-dress_87006384,87006384,"Satin fabric. Wrinkled effect. Asymmetric design. Long design. A-line design. Draped neckline. Sleeveless. Asymmetric straps. Asymmetric hem. Side zipper closure. Inner lining. Exclusive Online. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Sky Blue
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/balloon-effect-strapless-dress_17061244?c=20,17061244,Cotton fabric. Midi design. Combined design. Strapless. Sleeveless. Bubble hem. No closure. 100% cotton lining.,"0, 2, 4, 6, 8, 10, 12","Not Available, Available, Available, Available, Available, Available, Available",,Orange
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/balloon-effect-textured-dress_87097718,87097718,Cotton blend fabric. Textured fabric. Short design. V-neck. Sleeveless. Thin Straps. Bubble hem. Back zipper closure. Selection Collection.,"2, 4, 6, 8","Available, Available, Available, Available",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-linen-dress_17081205,17081205,100% linen fabric. Midi design. A-line design. V-neck. Sleeveless. Wide straps. Removable belt. Back zipper closure. 100% cotton lining.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Brown
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-linen-dress_87004786,87004786,100% linen fabric. A-line design. Midi design. Lapel-collar V-neck collar. Notch lapels. Short sleeve. Belt buckle fastening. Front pleat detail. Inner lining. Ramadan Collection.,"2, 4, 6, 8, 10","Not Available, Not Available, Not Available, Not Available, Not Available",,Vanilla
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-linen-dress_87004786?c=43,87004786,100% linen fabric. A-line design. Midi design. Lapel-collar V-neck collar. Notch lapels. Short sleeve. Belt buckle fastening. Front pleat detail. Inner lining. Ramadan Collection.,"2, 4, 6, 8, 10","Not Available, Available, Not Available, Not Available, Not Available",,Green
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-linen-dress_87018644,87018644,100% linen fabric. Midi design. A-line design. Wrap design. V-neck. Openwork details. Short sleeve. Belt loops. Removable belt. Front closure.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Last Few Items",,White
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-linen-dress_87057164,87057164,100% linen fabric. Midi design. A-line design. V-neck. Sleeveless. Wide straps. Belt loops. Belt buckle fastening. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Not Available, Available, Available, Last Few Items, Last Few Items, Last Few Items, Not Available, Last Few Items, Last Few Items, Last Few Items",,Beige
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-pleated-dress_87034777,87034777,Long design. Pleated design. Straight design. V-neck. Short sleeve. Adjustable waist tie. Front opening on the hem. No closure. Ramadan Collection.,"2, 4, 6, 8, 10","Not Available, Available, Available, Available, Available",,Mustard
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-shirt-dress_87060583,87060583,Lightweight fabric. Straight design. Short design. Shirt Collar. Short sleeve. Front button closure. Nightgown-style belt. Unlined. Front closure.,"2, 4, 6, 8, 10","Last Few Items, Last Few Items, Available, Available, Last Few Items",,Beige
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belted-blazer-dress_87070630,87070630,A-line design. Short design. Lapel-collar V-neck collar. Long sleeves. Three welt pockets on the front. Double button fastening. Lining only. Decorative belt.,"0, 2, 4, 6, 8, 10, 12","Not Available, Not Available, Available, Available, Available, Last Few Items, Last Few Items",,Black
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belted-striped-shirt-dress_87128647,87128647,Cotton and linen blend fabric. Long design. Straight design. Striped print. Shirt Collar. Long sleeves. Ribbon on the waist with tie closure. Front button closure.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",,Blue
