URL,Reference,Description,Sizes,Inventory,Images
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-pleated-linen-blend-dress_87009071,87009071,Linen and lyocell blend fabric. Short design. A-line design. Boat neck. Sleeveless. Wide straps. Pleats detail. Back zipper closure.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-polo-style-dress_17081144,17081144,100% cotton fabric. Short design. Straight design. Striped design. Polo collar. V-neck. Sleeveless. Wide straps. No closure.,"2, 4, 6, 8, 10","Not Available, Not Available, Last Few Items, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-strapless-dress-with-mirrors_87000276,87000276,"We have designed the piece that will make you the life of the party. Its design with matching mirrors and strapless will make you shine at your most special events of the moment. Satin fabric. Italian fabric. Metal mirror wall light. Fitted design. Short design. Strapless. Sleeveless. Side zipper closure. Inner lining. Party and ceremony collection. Items from the CAPSULE collection can be exchanged or returned within 14 days from the date of shipment. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-striped-dress-with-knot_87078651,87078651,Short design. Straight design. Striped print. Round neck. Short sleeve. Knot detail at the waist. Adjustable knot. No closure.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-tweed-dress_77086764,77086764,Tweed fabric. Straight design. Short design. Round neck. Wide straps. Sleeveless. Back zipper closure. Inner lining. Frayed finish.,"0, 2, 4, 6, 8, 10, 12","Available, Last Few Items, Available, Available, Available, Not Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/strapless-dress-with-shiny-details_87004428,87004428,"Satin fabric. Short design. Fitted design. Strapless. Turn-down neckline. Sleeveless. Back zipper closure. Sparkly decorative appliqués. Inner lining. Selection Collection. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/strapless-floral-dress_87049066,87049066,Cotton fabric. Short design. Fitted design. Floral print. Strapless. Side zipper closure. Inner lining. Exclusive Online.,"2, 4, 6, 8","Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-cotton-shirt-dress_87050577,87050577,Cotton blend fabric. Short design. Striped print. Shirt-style. Short sleeve. Button Closure at the Front. Straight design.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-dress-with-metallic-buttons_87080586,87080586,Fine knit fabric. Short design. Straight design. Striped print. Round neck. Wide straps. No closure.,"2, 4, 6, 8, 10","Last Few Items, Last Few Items, Last Few Items, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-dress-with-metallic-buttons_87080586?c=70,87080586,Fine knit fabric. Short design. Straight design. Striped print. Round neck. Wide straps. No closure.,"2, 4, 6, 8, 10","Last Few Items, Available, Available, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-short-dress_77064031?c=92,77064031,Short design. Round neck. Sleeveless. Fitted design. Striped design.,"0, 2, 4, 6, 8, 10, 12","Not Available, Available, Available, Not Available, Not Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/textured-asymmetrical-dress_77068276,77068276,Textured fabric. Asymmetric design. Wrap design. Straight design. Short design. Asymmetric neckline. Long sleeves. Side zipper closure. Party and ceremony collection. The model is 1.78 tall and is wearing a size 36. The model is 1.77 tall and is wearing a size 36.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/vestido-corto-estampado-volantes_87095767,87095767,Chiffon fabric. Semi-transparent design. Short design. Straight design. Animal print. Round neck. Ruched detail at the neck. Long sleeves. Ruffle details on the skirt. Inner lining.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/wrap-dress-with-shirt-collar_87094069,87094069,Straight design. Short design. Lapel-collar V-neck collar. Wrap neckline. Removable bow on the neck. Long sleeve with buttoned cuffs. Pleats at the waist. No closure.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/zebra-back-bow-satin-dress_87084092,87084092,Fluid fabric with satin finish. Short design. A-line design. Animal print. Zebra print. Draped neckline. Long sleeves. Back zipper closure. Inner lining. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Last Few Items, Not Available, Last Few Items, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/belt-short-jumpsuit_87070582?c=70,87070582,Fluid fabric. Straight design. Short design. Lapel-collar V-neck collar. Short sleeve. Button Closure at the Front. Removable belt at the waist.,"XS, S, M, L, XL","Last Few Items, Available, Last Few Items, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/cotton-short-jumpsuit_87090576,87090576,Cotton blend fabric. Short design. Straight design. Shirt-style. Shirt Collar. Short sleeve. Button Closure at the Front. Removable bow on the waist.,"XS, S, M, L, XL","Last Few Items, Available, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/denim-dungarees-stripes_77062919,77062919,Cotton fabric with denim style. Short design. Two side patch pockets. Square neckline. Sleeveless. Wide straps. Button closure. Striped design.,"XS, S, M, L, XL","Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/denim-overalls-with-embroidered-detail_87090591,87090591,100% cotton fabric. Straight design. Short design. Ribbon on the waist with tie closure. Lapel-collar V-neck collar. Sleeveless. Embroidered details. Button Closure at the Front.,"XS, S, M, L, XL","Available, Available, Available, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/short-sleeved-tweed-jumpsuit_87070595,87070595,"Tweed fabric. Straight design. Short design. V-neck. Short sleeve. Two welt pockets on the front. Two patch pockets at chest. Button Closure at the Front. Inner lining. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","XS, S, M, L, XL","Last Few Items, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-shirt-dress_87060583,87060583,Lightweight fabric. Straight design. Short design. Shirt Collar. Short sleeve. Front button closure. Nightgown-style belt. Unlined. Front closure.,"2, 4, 6, 8, 10","Last Few Items, Last Few Items, Available, Available, Last Few Items",https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87060583_08.jpg?imwidth=493&imdensity=1&ts=1732017874845
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belted-blazer-dress_87070630,87070630,A-line design. Short design. Lapel-collar V-neck collar. Long sleeves. Three welt pockets on the front. Double button fastening. Lining only. Decorative belt.,"0, 2, 4, 6, 8, 10, 12","Not Available, Not Available, Last Few Items, Available, Available, Last Few Items, Last Few Items",https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87070630_99.jpg?imwidth=493&imdensity=1&ts=1732122349140
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/button-knit-dress_87070585,87070585,Fine knit fabric. Slim fit. Short design. Polo collar. Short sleeve. Button Closure at the Front. Jewel effect buttons. Unlined.,"2, 4, 6, 8, 10","Not Available, Last Few Items, Not Available, Last Few Items, Not Available",https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87070585_56.jpg?imwidth=493&imdensity=1&ts=1730898270771
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/cotton-dress-with-frayed-neckline_87058275,87058275,Cotton and linen blend fabric. Short design. Straight design. Low neckline. Sleeveless. Thin Straps. Open back. Back zipper closure. Selection Collection.,"2, 4, 6, 8","Available, Available, Available, Available",https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87058275_08.jpg?imwidth=493&imdensity=1&ts=1741865762257
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/denim-dress-with-puffed-hem_17031268,17031268,Denim-style cotton fabric. Short design. Straight design. Round neck. Sleeveless. Button closure at the back. Bubble hem.,"4, 6, 8","Available, Available, Available",https://shop.mango.com/assets/rcs/pics/static/T1/fotos/S/17031268_01.jpg?imwidth=493&imdensity=1&ts=1746455724544
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/denim-jumpsuit-short_17041199,17041199,Denim-style cotton fabric. Short design. Low neckline. Sleeveless. Thin Straps. Wrap detail. Side zipper closure.,"XS, S, M, L, XL","Available, Available, Available, Available, Available",https://shop.mango.com/assets/rcs/pics/static/T1/fotos/S/17041199_TS.jpg?imwidth=493&imdensity=1&ts=1745499919848
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/denim-wrap-dress_87070588,87070588,100% Cotton. Denim-style cotton fabric. Lightweight fabric. Short design. Straight design. Wrap design. Round neck. Sleeveless. Back zipper closure. Tie closure. Unlined.,"2, 4, 6, 8, 10","Not Available, Not Available, Not Available, Last Few Items, Not Available",https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87070588_TO.jpg?imwidth=493&imdensity=1&ts=1735572871111
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/short-asymmetrical-sleeve-dress_87094090,87094090,Fluid fabric. Short design. A-line design. Turtleneck. Asymmetric sleeves. Short sleeve with ruffle. Back zipper closure.,"2, 4, 6, 8, 10","Available, Available, Available, Last Few Items, Not Available",https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87094090_99.jpg?imwidth=493&imdensity=1&ts=1736516089052
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-bow-neck-dress_87086350?c=52,87086350,"Midi design. Fitted design. Asymmetric neckline. Sleeveless. Pleat detail on the strap. Side zipper closure. Frill on the bottom. Inner lining. Available in Plus. The blue color is an online exclusive. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8, 10","Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-belt_87064801,87064801,Midi design. A-line design. V-neck. Sleeveless. Belt loops. Belt buckle fastening. Two pockets with flaps on the front. Asymmetric hem. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Not Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-linen-dress_87027165?c=09,87027165,100% linen fabric. Midi design. Straight design. Asymmetric neckline. Short sleeve. Draped waist. Side slit at hem. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Not Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-linen-dress_87057164,87057164,100% linen fabric. Midi design. A-line design. V-neck. Sleeveless. Wide straps. Belt loops. Belt buckle fastening. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Not Available, Available, Available, Last Few Items, Last Few Items, Last Few Items, Not Available, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/boat-neck-knitted-dress_87057180?c=05,87057180,Fine knit fabric. Midi design. Straight design. Boat neck. Sleeveless. No closure. Front opening on the hem. Available in Plus.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/bow-printed-dress_77010347?c=70,77010347,Fluid fabric. Long design. A-line design. Round neck. Sleeveless. Elastic waist with tie closure. Bow fastening on the neck. Available in Plus. Printed Design.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/bow-shirt-dress_87007188,87007188,A-line design. Midi design. Shirt Collar. Sleeveless. Patch pocket on the chest. Front button closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/button-crochet-dress_77010366,77010366,Cotton blend fabric. Midi design. Straight design. V-neck. Short sleeve. Opening at the bottom. Available in Plus. Front button closure. Crochet fabric.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Not Available, Not Available, Not Available, Not Available, Last Few Items, Last Few Items, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/combined-fabric-long-dress_87059211,87059211,Cotton and modal mix. Combined design. Long design. Straight design. Round neck. Sleeveless. No closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/combined-striped-flared-dress_87007204,87007204,Long design. A-line design. Striped print. Draped neckline. Sleeveless. Button closure at the back. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/cotton-midi-dress-with-knot-detail_87077173,87077173,100% cotton fabric. Straight design. Midi design. Round neck. Wide straps. Knot detail at the waist. No closure.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/cotton-midi-dress_87090417?c=37,87090417,Knitted fabric. Elastic fabric. Fitted design. Midi design. Long sleeves. The model is 1.77 tall and is wearing a size 36. The model is 1.78 tall and is wearing a size 36.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-neck-lyocell-dress_87017198?c=30,87017198,"Lyocell-blend fabric. Textured fabric. Fitted design. Long design. Draped neckline. Wide straps. No closure. Inner lining. The red color is an online exclusive. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Available, Last Few Items, Not Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-neck-modal-dress_87089210,87089210,Modal-blend fabric. Long design. Fitted design. Draped neckline. Sleeveless. Draped waist. No closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-shirt-dress_77014035,77014035,Fluid fabric. Satin fabric. Shirt-style. Midi design. Shaved design. Striped print. Shirt Collar. Sleeveless. Button Closure at the Front. Available in Plus. Fitted design.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Available, Available, Not Available, Available, Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-straight-dress_87007190?c=54,87007190,Midi design. Straight design. Draped neckline. Sleeveless. Draped waist. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/embroidered-shirt-dress-with-belt_87029065,87029065,Cotton fabric. Midi design. Straight design. Embroidered fabric. Shirt Collar. Short sleeve. Belt loops. Belt buckle fastening. Wooden buckle. Front button closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Available, Available, Last Few Items, Available, Available, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/fitted-midi-dress_17091199,17091199,Midi design. Fitted design. Scoop neckline. Sleeveless. Wide straps. No closure.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Last Few Items, Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-dress-in-combined-fabric_87057187?c=37,87057187,Cotton fabric. Combined design. Midi design. A-line design. Low neckline. Sleeveless. Wide straps. Gathered panel at the waist. No closure.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-midi-dress_17001283,17001283,Midi design. A-line design. Crew neck. Sleeveless. Wide straps. Back zipper closure. 100% cotton lining.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/flared-midi-dress_87054072,87054072,Midi design. A-line design. Round neck. Sleeveless. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Not Available, Not Available, Last Few Items, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-dress-with-draped-neck_87007200,87007200,Midi design. Straight design. Draped neckline. Sleeveless. Floral print. Tie closure at the back. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-linen-blend-dress_87057163,87057163,Linen blend fabric. A-line design. Midi design. Floral print. V-neck. Short sleeve. Draped neck. Ribbon on the waist with tie closure. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-print-flared-dress_17031287,17031287,100% cotton fabric. Midi design. A-line design. Crew neck. Sleeveless. Wide straps. Floral print. Back zipper closure. 100% cotton lining. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/floral-puff-sleeve-dress_87080642,87080642,Chiffon fabric. Semi-transparent design. A-line design. Midi design. Floral print. V-neck. Long puffed sleeves. Side zipper closure. Inner lining. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Not Available, Not Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/knitted-midi-dress-with-lapels_87097185,87097185,Fine knit fabric. Midi design. Fitted design. Lapel-collar V-neck collar. Sleeveless. Wide straps. No closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Last Few Items, Last Few Items, Available, Available, Last Few Items, Not Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/leopard-print-dress-with-frayed-ends_87055752,87055752,A-line design. Midi design. Leopard print. Animal print. Round neck. Short sleeve. Draped waist. Frayed finish. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Last Few Items, Not Available, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/linen-and-lyocell-blend-shirt-dress-with-belt_87055750,87055750,Linen and lyocell blend fabric. A-line design. Midi design. Shirt Collar. Short sleeve. Nightgown-style belt. Front pleat detail. Button Closure at the Front. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Not Available, Available, Last Few Items, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/linen-blend-midi-dress-with-belt_87009078?l=01,87009078,Linen blend fabric. Midi design. A-line design. V-neck. Sleeveless. Wide straps. Belt loops. Removable belt. Front button closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Last Few Items, Available, Available, Last Few Items, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/long-floral-dress-with-short-sleeves_87019068,87019068,Long design. Straight design. Floral print. V-neck. Decorative bow. Short sleeve. Back zipper closure. Inner lining. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/long-floral-print-dress_77012928,77012928,Fluid fabric. Oversize design. Long design. Floral print. Round neck. Sleeveless. Thin Straps. No closure. Available in Plus. Printed Design.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Not Available, Available, Available, Available, Available, Not Available, Not Available, Not Available, Not Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/long-printed-dress_17031161,17031161,Long design. A-line design. Print. V-neck. Short sleeve. Gathered panel at the waist. No closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/long-printed-dress_77075657,77075657,Fluid fabric. Long design. Straight design. V-neck. Long sleeves. Decorative bow. Inner lining. Available in Plus. Front button closure. Printed Design.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Last Few Items, Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/midi-dress-with-draped-detail_77000368?c=43,77000368,100% cotton. Midi design. Straight design. Round neck. Sleeveless. Unlined. No closure. Draped details. Available in Plus. The model is 1.79 tall and is wearing a size 36. 100% cotton fabric. Wide straps. Knot detail.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Last Few Items, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/midi-dress-with-puffed-hem_87009072,87009072,Midi design. Straight design. Round neck. Sleeveless. Wide straps. Seam detail. Back zipper closure. Available in Plus. The orange color is exclusive online.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/midi-dress-with-straps_77010369?c=87,77010369,Fluid fabric. Midi design. Square neckline. Sleeveless. Thin Straps. No closure. Back Slit at the Hem. Available in Plus. Fitted design.,"0, 2, 4, 6, 8, 10, 12","Not Available, Available, Available, Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/midi-floral-dress_87027183,87027183,Midi design. Straight design. Floral print. V-neck. Short sleeve. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Not Available, Last Few Items, Available, Not Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/paisley-flared-dress-with-belt_87028649,87028649,Cotton fabric. Midi design. A-line design. Paisley print. V-neck. Short sleeve. Belt loops. Removable belt. Front button closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/perkins-neck-knitted-dress_87070425,87070425,Turtleneck. No closure. Long design. Straight design. Long sleeves. Fine knit fabric. Unlined. Midi design. Perkins collar. Cable knit finish.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/perkins-neck-textured-dress_87067178,87067178,Cotton fabric. Textured fabric. Stretch fabric. Fitted design. Long design. Perkins collar. Sleeveless. Back Slit at the Hem. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Last Few Items, Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/polka-dot-dress-with-belt_87086354,87086354,"Party and ceremony collection. Available in Plus. Straight design. Midi design. Polka-dot print. Shirt Collar. Short sleeve. Belt loops. Belt buckle fastening. Pleats detail. Front button closure. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Not Available, Not Available, Not Available, Last Few Items, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/polka-dot-shirt-dress-with-knot-detail_87004080,87004080,Straight design. Long design. Polka-dot print. Shirt Collar. Long sleeve with buttoned cuffs. Knot detail. Button Closure at the Front. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Last Few Items, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/printed-dress-with-asymmetrical-neck_87037182,87037182,"Midi design. Straight design. Abstract leaf print. Asymmetric neckline. Sleeveless. Side zipper closure. Available in Plus. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/printed-dress-with-cut-out_17011166?c=76,17011166,Midi design. Straight design. Printed Design. Round neck. Sleeveless. Wide straps. Cut-out detail on the sides. Side opening at the hem. Back zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12","Available, Available, Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/printed-dress-with-openings_77020346,77020346,Fluid fabric. A-line design. Midi design. Cut-out. Round neck. Sleeveless. Invisible back zip fastening. Side slits. Available in Plus. Printed Design.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Not Available, Last Few Items, Last Few Items, Last Few Items, Available, Not Available, Last Few Items, Last Few Items, Last Few Items, Not Available",
